link,description,category,cleaned_title
x0EjDRmGthM,histori talk histori china go back time start bronz age time china first dynasti name xia shang zhoudynasti powerplay among within chines dynasti would continu throughout china histori intrigu war often follow era great prosper innov wonder thing like codif law trace back dynasti yellow river follow guy learn ancient china histori » complet playlist,history,war power play yellow river chines bronz age histori china
YY-DsT5et9,daveeyg chines video discuss histori three kingdom era chines histori base book romanc three kingdom minut long summari almost year period go dive deep discuss key charact arch histori mean signific book want make contribut translat video nativ languag support much appreci,history,full histori romanc three kingdom part
IPKatU_XTCg,edgar cheng video emperor china start ying zheng shi huangdi qin dynasti last emperor puyi xuantong emperor qing dynasti sourc refer,history,histori emperor china
kyeScj7D_BY,jelk kint histori documentari bbc incred rise china,history,histori documentari bbc incred rise china
NZRbotD3sok,hip hugh pleas support world histori vid basic overview begin chines civil studi teacher pleas check awesom studi resourc,history,ancient chines civil explain
UL3eKVYBA-4,hous histori join consid support hoh fourteen year taip rebellion wage china seventeen provinc ravish estim loss life million deadliest civil war one deadliest war ever largest conflict th centuri qing dynasti howev face taip rebellion time sever panthay dungan nian rebellion rebellion throughout countri second opium war one bloodiest episod chines histori which…real say someth rais interest question qing manag stay power carnag end empir seri china qing dynasti face intern rebellion widespread corrupt natur disast throughout th centuri furthermor suffer humili defeat hand western power japan make one wonder qing dynasti manag stay power time taip rebellion start seri downfal qing dynasti cours sever week delv major event happen china attempt understand shed light last death throe mighti qing dynasti,history,deadliest civil war ever taip rebellion histori china
_8s3fz3rN,usc uschina institut mani comment claim china ongo global rise reflect restor earlier intern promin other highlight china emerg reflect distinct characterist countri current polit leadership new book make china modern klau mühlhahn free univers berlin provid panoram survey china rise resili war rebellion diseas famin event professor mühlhahn focu lesson histori provid insight china evolv intern posit unit state other respond book panoram survey china ’ rise resili war rebellion diseas famin rewrit china ’ histori new gener tempt attribut china ’ recent ascend chang polit leadership econom polici make china modern teach otherwis move beyond standard framework cold war competit nation resurg klau mühlhahn situat twentyfirstcenturi china nation ’ long histori creativ adapt mideighteenth centuri qing empir reach height power china domin third world ’ popul manag largest economi opium war threaten nation ’ sovereignti without taip rebellion rip apart fabric within china found verg free fall network famili relat econom interdepend institut innov structur govern allow citizen regain foot convuls world china ’ drive reclaim region central leader look outward well inward industri develop intern market offer new way thrive dynam legaci overcom advers weak appar today china ’ triumphs―but also worrisom trend tell stori crisi recoveri make china modern explor versatil resourc matter china ’ surviv futur possibl speaker klau mühlhahn professor chines histori cultur vice presid freie universität berlin book crimin justic china histori john fairbank prize east asian histori american histor associ mühlhahn publish wide modern chines histori english german chines frequent comment china german,history,klau mühlhahn china rise histor perspect
JbuIVwOBclE,wookong triad hongmen chines mafia whatev call start tiandihui today let learn mytholog real origin tiandihui chines histori follow,history,triad origin tiandihui heaven earth societi chines histori
4VjcUc0JX-Y,docuwiki copyright owner block video territori australia germani spain histori documentari host christoph clark publish zdf english narrat explor differ chapter europ event histori join dr christoph clark take dare look contin ’ past timestamp,history,stori europ documentari
UY9P0QSxlnI,cottereau video show border popul countri europ everi year sinc bc vassal state coloni includ count countri popul sourc popul angu maddison histor statist world economi,history,histori europ everi year
7_0XO5WEAR8,histori documentari nerd histori europ begin historian christoph clark trace lead ancient greec precis crete found first high cultur contin also found myth owe name kidnap princess europa greek god zeu,history,stori europ origin ident episod ancient histori documentari
